date,min_temp,rainfall,windspeed,humidity,cloudcover,OLS
6/17/21,80,0.0,12,41,Mostly Cloudy,0.0695512772543174
6/8/21,81,0.0,15,55,Partly Cloudy,0.06932554931149393
9/15/21,74,0.0,15,67,Cloudy,0.06888057390847134
12/31/21,73,0.0,17,58,Partly Cloudy,0.06841286624143313
12/29/21,72,0.0,12,56,Mostly Cloudy,0.06738892032985684
6/14/21,81,0.0,7,37,Partly Cloudy,0.06729171757215437
7/2/21,78,0.3,6,46,Mostly Cloudy,0.066680292354716
4/21/21,49,0.0,9,26,Fair,0.06667063857112468
3/21/21,48,0.0,12,49,Mostly Cloudy,0.06664449872493834
5/8/21,67,0.0,21,59,Mostly Cloudy / Windy,0.06663453877155157
8/2/21,81,0.0,7,52,Mostly Cloudy,0.06622134921597918
11/20/21,53,0.0,14,60,Mostly Cloudy,0.06541526500153351
11/15/21,60,0.0,12,45,Partly Cloudy,0.0650715817190021
2/2/21,47,0.0,12,36,Fair,0.06479285689253395
12/25/21,65,0.0,13,56,Mostly Cloudy,0.0647487390357061
1/2/21,41,0.0,7,42,Fair,0.06441409501200275
12/14/21,69,0.0,14,62,Partly Cloudy,0.06435812369159952
2/3/21,49,0.0,12,56,Partly Cloudy,0.06405262900347633
12/26/21,68,0.0,17,56,Mostly Cloudy,0.063834855585326
9/12/21,75,0.0,12,43,Mostly Cloudy,0.06319634592023661
11/23/21,50,0.0,12,47,Partly Cloudy,0.06237250600312501
10/26/21,75,0.0,16,67,Cloudy,0.06148397946330777
9/16/21,75,0.0,12,67,Mostly Cloudy,0.061287609313405024
9/9/21,76,0.0,10,37,Partly Cloudy,0.061154193135448065
6/30/21,79,0.0,10,59,Mostly Cloudy,0.06089666503248127
11/22/21,54,0.0,13,37,Fair,0.06088606672475773
9/5/21,79,0.0,9,36,Partly Cloudy,0.06077358137174087
11/13/21,48,0.0,8,24,Fair,0.06044766996798386
10/13/21,77,0.0,15,53,Partly Cloudy,0.0602006079670802
7/23/21,81,0.0,12,47,Partly Cloudy,0.05985736399972846
5/26/21,75,0.0,14,55,Partly Cloudy,0.05931944680287378
6/2/21,73,0.2,14,57,Mostly Cloudy,0.05799306059293905
1/5/21,51,0.0,13,38,Fair,0.057964023555650133
4/9/21,73,0.0,17,65,Cloudy,0.05762486361731778
11/5/21,49,0.0,9,37,Fair,0.05745046594044263
8/30/21,80,0.0,9,40,Mostly Cloudy,0.05680689022373518
5/25/21,76,0.0,14,69,Mostly Cloudy,0.056560149647946534
12/12/21,46,0.0,7,38,Fair,0.056544404730596555
8/22/21,79,0.0,5,43,Mostly Cloudy,0.05637753094777383
11/8/21,53,0.0,12,52,Partly Cloudy,0.05618333329433437
7/29/21,82,0.0,10,43,Mostly Cloudy,0.05612899011369334
11/14/21,50,0.0,6,42,Fair,0.05566969026897549
6/15/21,75,0.0,10,40,Partly Cloudy,0.055609904569517934
5/4/21,73,0.0,12,61,Mostly Cloudy,0.05521474877334489
5/10/21,79,0.0,10,52,Mostly Cloudy,0.05504735706103103
8/23/21,78,0.0,13,46,Partly Cloudy,0.054507608035015497
10/19/21,64,0.0,15,58,Mostly Cloudy,0.05440203705250698
12/16/21,72,0.0,14,62,Partly Cloudy,0.053777246220798894
8/10/21,82,0.0,14,46,Mostly Cloudy,0.05368119809303225
7/28/21,78,0.0,7,43,Mostly Cloudy,0.05362438992800499
8/21/21,80,0.0,14,46,Partly Cloudy,0.05350121331703186
11/12/21,54,0.0,8,40,Fair,0.05334019068876902
8/1/21,81,0.0,13,59,Mostly Cloudy,0.05320932952889542
11/10/21,64,0.0,14,52,Partly Cloudy,0.05305757277478118
3/10/21,63,0.1,14,64,Mostly Cloudy,0.05289605797898707
11/16/21,64,0.0,12,47,Partly Cloudy,0.05287032166148313
12/5/21,65,0.0,14,69,Mostly Cloudy,0.052753525179787875
9/28/21,76,0.0,15,67,Mostly Cloudy,0.05261238006479019
